Incident_ID,Timestamp,District,Zone,Incident_Type,Severity_Level,Priority_Label,Affected_Population,Casualties,Required_Resources,Response_Time_Mins,Status,Reported_By,Report_Channel,Report_Language,Weather_Condition,Has_Photo_Evidence,Has_Video_Evidence,Offline_Submission,Is_Verified,Verified_By,Volunteers_Dispatched,Tasks_Created,Tasks_Completed,Relief_Tokens_Issued,Psych_Support_Needed,Damage_Category,Estimated_Loss_LKR,Is_Monsoon_Season,Month,Hour_Of_Day,Day_Of_Week,Has_Children,Has_Elderly,Has_Disabled
INC-2022-0001,2022-01-10T19:20:16,Ratnapura,WET,High Winds/Cyclone,3,HIGH,699,44,Rescue Teams|Medical Kits,23,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,False,False,False,True,OFFICER-01,7,4,4,2,False,MODERATE,0,True,1,14,0,True,True,True
INC-2025-0002,2025-05-17T09:58:32,Trincomalee,WET,Drought,2,MEDIUM,186,0,Rescue Teams|Medical Kits,33,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,False,True,False,True,OFFICER-01,6,0,4,45,False,MODERATE,0,True,5,22,5,False,False,False
INC-2022-0003,2022-01-17T09:46:11,Anuradhapura,WET,Flood,3,HIGH,507,18,Rescue Teams|Medical Kits,25,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,True,False,False,True,OFFICER-01,5,0,4,69,False,MODERATE,0,True,1,4,0,True,True,False
INC-2024-0004,2024-04-25T05:05:41,Batticaloa,WET,Drought,3,HIGH,506,7,Rescue Teams|Medical Kits,64,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,0,5,3,47,False,MODERATE,0,True,4,18,3,False,True,False
INC-2022-0005,2022-02-27T01:32:03,Jaffna,WET,Flood,1,LOW,15,0,Rescue Teams|Medical Kits,59,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,True,False,False,True,OFFICER-01,10,5,0,98,False,MODERATE,0,True,2,2,6,False,False,False
INC-2024-0006,2024-12-12T21:51:23,Jaffna,WET,High Winds/Cyclone,2,MEDIUM,237,0,Rescue Teams|Medical Kits,20,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,8,2,5,22,False,MODERATE,0,True,12,4,3,False,True,False
INC-2025-0007,2025-10-28T05:37:56,Monaragala,WET,Building Collapse,2,MEDIUM,282,0,Rescue Teams|Medical Kits,95,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,True,False,False,True,OFFICER-01,2,0,5,99,False,MODERATE,0,True,10,15,1,False,True,False
INC-2023-0008,2023-11-22T23:03:46,Gampaha,WET,Landslide,2,MEDIUM,77,0,Rescue Teams|Medical Kits,116,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,False,False,False,True,OFFICER-01,0,2,2,65,False,MODERATE,0,True,11,1,2,False,False,False
INC-2023-0009,2023-05-22T05:44:15,Matale,WET,Landslide,4,CRITICAL,1153,26,Rescue Teams|Medical Kits,19,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,True,True,False,True,OFFICER-01,3,2,2,99,False,MODERATE,0,True,5,22,0,False,True,True
INC-2020-0010,2020-05-28T12:31:36,Mullaitivu,WET,Drought,1,LOW,40,0,Rescue Teams|Medical Kits,117,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,False,True,False,True,OFFICER-01,6,3,5,56,False,MODERATE,0,True,5,3,3,False,False,False
INC-2023-0011,2023-04-16T06:19:25,Puttalam,WET,Building Collapse,1,LOW,80,0,Rescue Teams|Medical Kits,103,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,False,True,False,True,OFFICER-01,5,4,2,10,False,MODERATE,0,True,4,15,6,False,False,False
INC-2026-0012,2026-03-08T23:06:46,Badulla,WET,Flood,2,MEDIUM,293,0,Rescue Teams|Medical Kits,120,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,False,False,False,True,OFFICER-01,8,2,2,13,False,MODERATE,0,True,3,19,6,True,False,False
INC-2020-0013,2020-09-05T18:22:15,Puttalam,WET,High Winds/Cyclone,2,MEDIUM,281,0,Rescue Teams|Medical Kits,72,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,False,False,False,True,OFFICER-01,6,1,5,56,False,MODERATE,0,True,9,9,5,True,False,False
INC-2022-0014,2022-12-28T05:14:35,Kegalle,WET,High Winds/Cyclone,3,HIGH,871,17,Rescue Teams|Medical Kits,93,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,4,5,0,9,False,MODERATE,0,True,12,23,2,True,True,False
INC-2025-0015,2025-09-16T07:05:53,Badulla,WET,Landslide,3,HIGH,617,18,Rescue Teams|Medical Kits,101,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,True,False,False,True,OFFICER-01,0,1,4,86,False,MODERATE,0,True,9,23,1,False,True,False
INC-2023-0016,2023-09-23T08:32:02,Gampaha,WET,Flood,2,MEDIUM,170,0,Rescue Teams|Medical Kits,114,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,True,False,False,True,OFFICER-01,5,2,3,72,False,MODERATE,0,True,9,7,5,True,False,False
INC-2020-0017,2020-04-10T14:49:28,Vavuniya,WET,Drought,1,LOW,77,0,Rescue Teams|Medical Kits,62,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,False,False,False,True,OFFICER-01,7,0,4,17,False,MODERATE,0,True,4,14,4,False,False,False
INC-2024-0018,2024-07-02T23:23:25,Anuradhapura,WET,Drought,1,LOW,59,0,Rescue Teams|Medical Kits,50,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,False,False,False,True,OFFICER-01,1,0,5,23,False,MODERATE,0,True,7,20,1,False,False,False
INC-2024-0019,2024-03-30T11:24:53,Trincomalee,WET,Drought,2,MEDIUM,229,0,Rescue Teams|Medical Kits,30,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,4,5,3,27,False,MODERATE,0,True,3,17,5,False,True,True
INC-2025-0020,2025-03-16T00:52:11,Kurunegala,WET,High Winds/Cyclone,2,MEDIUM,226,0,Rescue Teams|Medical Kits,40,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,True,False,False,True,OFFICER-01,2,0,3,22,False,MODERATE,0,True,3,15,6,False,False,False
INC-2026-0021,2026-01-25T08:42:52,Monaragala,WET,Building Collapse,2,MEDIUM,225,0,Rescue Teams|Medical Kits,55,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,False,False,False,True,OFFICER-01,5,5,0,70,False,MODERATE,0,True,1,21,6,False,False,False
